loan_id	customer_id	loan_type	region_killeen	origination_date	maturity_date	origination_amount	current_balance	interest_rate	collateral_value	purpose_segment	days_past_due	loan_status	annual_income	credit_score	dti_ratio	LTV_ratio
L00004129	C494145	Residential Mortgage	Other Texas Region	2023-09-28	2029-09-28	188055.67	170544.39	8.2857	200952.31	Residential_Mortgage	0	Current	58786	809	0.29	0.8487
L00004130	C832847	Residential Mortgage	Killeen, TX Metro	2020-07-12	2029-07-12	124493.51	37255.86	7.5845	159326.52	Residential_Mortgage	90	Past Due (90+)	129413	657	0.26	0.2338
L00004131	C611603	Consumer Auto	Other Texas Region	2023-11-08	2042-11-08	60232.28	8415.46	7.7626	63106.6	Consumer_Auto	0	Current	115194	669	0.16	0.1334
L00004132	C715863	Residential Mortgage	Killeen, TX Metro	2021-04-30	2026-04-30	48459.14	6375.31	10.3828	49852.26	Residential_Mortgage	0	Current	72312	693	0.29	0.1279
L00004133	C607365	Residential Mortgage	Other Texas Region	2020-12-14	2033-12-14	94677.29	23332.36	13.2813	126321.55	Residential_Mortgage	0	Current	51376	714	0.26	0.1847
L00004134	C719328	Residential Mortgage	Other Texas Region	2018-02-03	2035-02-03	120557.87	98497.22	14.591	131648.46	Residential_Mortgage	0	Current	98250	783	0.36	0.7482
L00004135	C248510	Residential Mortgage	Killeen, TX Metro	2020-01-15	2044-01-15	122846.95	87007.54	13.616	134158.41	Residential_Mortgage	0	Current	122880	717	0.53	0.6485
L00004136	C279587	Personal Unsecured	Other Texas Region	2020-12-15	2033-12-15	176350.56	59239.58	14.0155	-1	Personal_Unsecured	0	Current	90956	641	0.24	0.3234
L00004137	C630032	Commercial Real Estate (CRE)	Other Texas Region	2023-06-14	2034-06-14	1871486.61	1871312.13	6.0723	2381550.87	Multi-Family	0	Current	-1	-1	-1	0.7858
L00004138	C839180	Commercial Real Estate (CRE)	Killeen, TX Metro	2019-04-30	2037-04-30	3245322.24	2554594.97	8.209	4377859.13	Multi-Family	0	Current	-1	-1	-1	0.5835
L00004139	C535633	Commercial Real Estate (CRE)	Other Texas Region	2023-07-12	2032-07-12	1958715.03	1134762.51	5.8488	2257533.09	Retail	0	Current	-1	-1	-1	0.5027
L00004140	C928791	Consumer Auto	Other Texas Region	2022-02-23	2045-02-23	32640.91	17868.02	14.6713	44947.17	Consumer_Auto	0	Current	116664	650	0.51	0.3975
L00004141	C775159	Personal Unsecured	Other Texas Region	2021-03-13	2033-03-13	164823.03	70055.58	5.9984	-1	Personal_Unsecured	0	Current	59989	753	0.23	0.3148
L00004142	C460890	Consumer Auto	Killeen, TX Metro	2020-09-10	2037-09-10	139934.42	28428.39	7.0969	142993.13	Consumer_Auto	0	Current	149915	668	0.2	0.1988
L00004143	C849122	Residential Mortgage	Other Texas Region	2020-10-16	2041-10-16	1000	999.77	13.4802	1314.59	Residential_Mortgage	0	Current	97759	793	0.31	0.7605
L00004144	C745194	Personal Unsecured	Other Texas Region	2019-12-03	2038-12-03	56116.15	43415.77	8.6209	-1	Personal_Unsecured	0	Current	59678	656	0.29	0.6525
L00004145	C301260	Commercial Real Estate (CRE)	Killeen, TX Metro	2021-03-29	2028-03-29	1622128.16	671252.24	7.1753	1812093.34	Multi-Family	0	Current	-1	-1	-1	0.3704
L00004146	C845219	Residential Mortgage	Killeen, TX Metro	2020-10-11	2040-10-11	167726.14	149054.19	9.1009	188648.93	Residential_Mortgage	0	Current	130709	719	0.53	0.7901
L00004147	C877881	Personal Unsecured	Other Texas Region	2019-01-31	2033-01-31	120728.14	103718.55	4.5016	-1	Personal_Unsecured	0	Current	88941	686	0.38	0.7728
L00004148	C863034	Consumer Auto	Other Texas Region	2021-04-25	2033-04-25	195932.35	174884.56	13.0833	199563.39	Consumer_Auto	90	Past Due (90+)	103861	757	0.2	0.8763
L00004149	C631885	Commercial Real Estate (CRE)	Other Texas Region	2018-05-27	2041-05-27	3067424.13	312583.08	7.377	3803427.78	Office	0	Current	-1	-1	-1	0.0822
L00004150	C933525	Consumer Auto	Other Texas Region	2019-07-14	2025-07-14	125859.73	36059.78	13.3451	173773.55	Consumer_Auto	0	Current	87251	741	0.17	0.2075
L00004151	C530442	Commercial Real Estate (CRE)	Other Texas Region	2023-05-06	2037-05-06	1510720.62	155072.56	8.5593	1921795.09	Retail	0	Current	-1	-1	-1	0.0807
L00004152	C303199	Commercial Real Estate (CRE)	Killeen, TX Metro	2018-07-04	2027-07-04	1355083.3	930350.86	8.1085	1741731.84	Retail	0	Current	-1	-1	-1	0.5342
L00004153	C476794	Consumer Auto	Other Texas Region	2022-10-27	2042-10-27	200083.87	56216.5	12.7984	258201.41	Consumer_Auto	0	Current	62870	850	0.25	0.2177
L00004154	C584585	Commercial Real Estate (CRE)	Other Texas Region	2019-12-03	2034-12-03	1657529.83	283945.57	8.7784	2002928.53	Industrial	0	Current	-1	-1	-1	0.1418
L00004155	C832722	Commercial Real Estate (CRE)	Other Texas Region	2019-11-27	2032-11-27	1310880.06	1306447.84	6.8612	1373455.86	Multi-Family	0	Current	-1	-1	-1	0.9512
L00004156	C781777	Residential Mortgage	Killeen, TX Metro	2022-05-27	2044-05-27	70536.12	47769.58	5.2826	84247.24	Residential_Mortgage	0	Current	136309	758	0.29	0.567
L00004157	C572890	Residential Mortgage	Killeen, TX Metro	2020-06-12	2037-06-12	182577.01	173941.83	8.4803	231801.93	Residential_Mortgage	0	Current	107120	710	0.22	0.7504
L00004158	C483100	Commercial Real Estate (CRE)	Other Texas Region	2022-06-25	2032-06-25	336554.36	66622.03	6.585	400389.23	Office	0	Current	-1	-1	-1	0.1664
L00004159	C215598	Commercial Real Estate (CRE)	Killeen, TX Metro	2021-03-22	2028-03-22	1840063.08	1474901.31	6.6644	2548861.52	Office	0	Current	-1	-1	-1	0.5787
L00004160	C350100	Consumer Auto	Killeen, TX Metro	2020-03-24	2029-03-24	94318.44	11365.37	11.7168	112523.86	Consumer_Auto	0	Current	93007	789	0.15	0.101
L00004161	C882877	Commercial Real Estate (CRE)	Other Texas Region	2020-04-22	2030-04-22	1073597.66	312547.8	8.5381	1329096.96	Office	0	Current	-1	-1	-1	0.2352
L00004162	C808521	Residential Mortgage	Killeen, TX Metro	2020-08-07	2029-08-07	1000	203.46	8.4765	1165.42	Residential_Mortgage	0	Current	68606	775	0.27	0.1746
L00004163	C876676	Personal Unsecured	Other Texas Region	2021-11-19	2033-11-19	193101.7	91215.86	7.7263	-1	Personal_Unsecured	0	Current	49958	696	0.19	0.3418
L00004164	C233241	Residential Mortgage	Other Texas Region	2019-11-20	2043-11-20	137785.64	137412.57	9.1018	159172.98	Residential_Mortgage	0	Current	93386	755	0.4	0.8633
L00004165	C839452	Commercial Real Estate (CRE)	Other Texas Region	2021-08-23	2034-08-23	1665786.31	689229.88	6.9094	1950776.35	Multi-Family	0	Current	-1	-1	-1	0.3533
L00004166	C253124	Residential Mortgage	Other Texas Region	2021-08-30	2030-08-30	1000	346.66	9.1054	1228.32	Residential_Mortgage	0	Current	86254	734	0.25	0.2822
L00004167	C565065	Residential Mortgage	Killeen, TX Metro	2021-03-11	2037-03-11	235193.21	131949.66	11.9845	288481.54	Residential_Mortgage	0	Current	49775	688	0.33	0.4574
L00004168	C304923	Consumer Auto	Killeen, TX Metro	2023-12-29	2029-12-29	261760	112204.89	5.2024	342123.75	Consumer_Auto	0	Current	126411	673	0.43	0.328
L00004169	C108036	Residential Mortgage	Other Texas Region	2018-04-07	2025-04-07	71867.76	7786.57	4.2819	86783.23	Residential_Mortgage	0	Current	144585	704	0.37	0.0897
L00004170	C656066	Commercial Real Estate (CRE)	Other Texas Region	2023-04-21	2046-04-21	852366.02	646042.33	7.054	918320.2	Office	0	Current	-1	-1	-1	0.7035
L00004171	C254245	Commercial Real Estate (CRE)	Killeen, TX Metro	2018-11-24	2040-11-24	920728.16	658320.34	8.8876	1114096.74	Multi-Family	0	Current	-1	-1	-1	0.5909
L00004172	C785763	Residential Mortgage	Killeen, TX Metro	2018-12-12	2027-12-12	133955.69	119270.52	10.7407	180218.11	Residential_Mortgage	0	Current	79489	685	0.17	0.6618
L00004173	C302747	Consumer Auto	Other Texas Region	2018-03-10	2040-03-10	1000	307.26	14.499	1140.89	Consumer_Auto	0	Current	57290	741	0.27	0.2693
L00004174	C643088	Residential Mortgage	Killeen, TX Metro	2023-08-31	2030-08-31	209922.2	173541.48	10.6626	220191.36	Residential_Mortgage	0	Current	69810	779	0.32	0.7881
L00004175	C387516	Commercial Real Estate (CRE)	Other Texas Region	2020-11-07	2029-11-07	3097826.41	1276696.28	9.4414	3447700.14	Multi-Family	0	Current	-1	-1	-1	0.3703
L00004176	C423660	Consumer Auto	Other Texas Region	2020-08-11	2032-08-11	2480.28	2212.95	6.5222	3237.42	Consumer_Auto	0	Current	80194	712	0.35	0.6836
L00004177	C906970	Residential Mortgage	Other Texas Region	2019-12-09	2026-12-09	93386.37	84592.71	5.0877	121359.53	Residential_Mortgage	0	Current	93394	757	0.39	0.697
L00004178	C950350	Consumer Auto	Other Texas Region	2020-07-25	2043-07-25	94689.54	85691.03	7.8045	101591.83	Consumer_Auto	0	Current	102088	652	0.38	0.8435
L00004179	C433299	Residential Mortgage	Killeen, TX Metro	2020-10-09	2035-10-09	287073.83	140768.92	7.0751	338086.16	Residential_Mortgage	0	Current	146970	645	0.16	0.4164
L00004180	C855600	Residential Mortgage	Other Texas Region	2023-04-15	2044-04-15	112189.57	102443.72	10.3992	131355.81	Residential_Mortgage	0	Current	89388	743	0.43	0.7799
L00004181	C159500	Residential Mortgage	Other Texas Region	2023-07-21	2038-07-21	242456.92	143988.98	12.1863	248846.96	Residential_Mortgage	0	Current	89397	601	0.22	0.5786
L00004182	C267647	Consumer Auto	Other Texas Region	2021-06-20	2045-06-20	271789.33	120389.33	5.5697	336865.09	Consumer_Auto	0	Current	20000	623	0.26	0.3574
L00004183	C336527	Consumer Auto	Killeen, TX Metro	2022-02-06	2046-02-06	291601	262761.87	12.9266	328019.57	Consumer_Auto	0	Current	72368	761	0.32	0.8011
L00004184	C535477	Consumer Auto	Killeen, TX Metro	2019-08-31	2035-08-31	86093.55	42793.19	9.309	116004.17	Consumer_Auto	0	Current	79320	734	0.52	0.3689
L00004185	C734947	Commercial Real Estate (CRE)	Other Texas Region	2022-01-20	2045-01-20	646932.31	105208.93	9.1467	716944.17	Multi-Family	0	Current	-1	-1	-1	0.1467
L00004186	C652004	Residential Mortgage	Other Texas Region	2018-04-24	2041-04-24	1000	567.11	6.9759	1031.6	Residential_Mortgage	0	Current	121065	588	0.48	0.5497
L00004187	C496452	Residential Mortgage	Killeen, TX Metro	2023-04-03	2034-04-03	249837.42	31407.92	13.3273	319779.9	Residential_Mortgage	0	Current	20000	747	0.47	0.0982
L00004188	C509064	Consumer Auto	Other Texas Region	2018-11-17	2023-11-17	273646.71	242913.78	14.7454	298764.55	Consumer_Auto	0	Current	124108	771	0.36	0.8131
L00004189	C102352	Commercial Real Estate (CRE)	Other Texas Region	2022-03-18	2038-03-18	720812.62	440323.41	7.4803	924113.33	Multi-Family	0	Current	-1	-1	-1	0.4765
L00004190	C233004	Commercial Real Estate (CRE)	Other Texas Region	2021-03-25	2031-03-25	1479907.16	506947.41	8.5169	1484933.59	Industrial	0	Current	-1	-1	-1	0.3414
L00004191	C962881	Commercial Real Estate (CRE)	Other Texas Region	2022-11-11	2039-11-11	2161259.7	1361279.5	6.4708	2948927.73	Multi-Family	0	Current	-1	-1	-1	0.4616
L00004192	C632844	Commercial Real Estate (CRE)	Other Texas Region	2023-06-29	2029-06-29	375591.5	278509.14	7.8211	400449.89	Office	0	Current	-1	-1	-1	0.6955
L00004193	C886261	Commercial Real Estate (CRE)	Other Texas Region	2022-06-14	2036-06-14	1535638.18	831253.08	6.2774	1771864.63	Multi-Family	0	Current	-1	-1	-1	0.4691
L00004194	C448980	Commercial Real Estate (CRE)	Killeen, TX Metro	2018-11-15	2027-11-15	471761.9	55031.68	8.7117	510031.71	Multi-Family	0	Current	-1	-1	-1	0.1079
L00004195	C760858	Residential Mortgage	Other Texas Region	2022-12-19	2033-12-19	1000	370.52	9.5422	1019.64	Residential_Mortgage	0	Current	101264	765	0.37	0.3634
L00004196	C831478	Commercial Real Estate (CRE)	Killeen, TX Metro	2019-09-26	2024-09-26	2157762.22	1173303.24	8.9883	2761816.05	Retail	0	Current	-1	-1	-1	0.4248
L00004197	C150098	Consumer Auto	Killeen, TX Metro	2022-05-07	2031-05-07	121638.83	64726.99	11.8276	151836.45	Consumer_Auto	0	Current	150053	789	0.43	0.4263
L00004198	C474313	Commercial Real Estate (CRE)	Other Texas Region	2023-06-21	2035-06-21	545145.91	186288.27	5.575	601420.21	Office	0	Current	-1	-1	-1	0.3097
L00004199	C764929	Personal Unsecured	Killeen, TX Metro	2020-01-27	2032-01-27	257918.88	179504.58	8.2151	-1	Personal_Unsecured	0	Current	20000	750	0.54	0.5046
L00004200	C347199	Consumer Auto	Other Texas Region	2019-07-05	2035-07-05	77440.05	57704.43	10.3779	85092.14	Consumer_Auto	90	Past Due (90+)	79408	680	0.21	0.6781
L00004201	C226060	Commercial Real Estate (CRE)	Other Texas Region	2023-07-27	2030-07-27	1786966.01	1694425.32	5.6775	1809667.82	Office	90	Past Due (90+)	-1	-1	-1	0.9363
L00004202	C287954	Commercial Real Estate (CRE)	Killeen, TX Metro	2022-07-04	2030-07-04	646221.03	471529.4	7.4843	790162.55	Industrial	0	Current	-1	-1	-1	0.5967
L00004203	C825753	Commercial Real Estate (CRE)	Other Texas Region	2019-03-19	2031-03-19	664927.11	149714.77	7.5202	691332.55	Retail	0	Current	-1	-1	-1	0.2166
L00004204	C230544	Residential Mortgage	Other Texas Region	2018-11-03	2024-11-03	3245.6	996.92	4.2143	3904.67	Residential_Mortgage	0	Current	76805	763	0.16	0.2553
L00004205	C624628	Residential Mortgage	Other Texas Region	2022-05-15	2035-05-15	128532.38	16108.56	4.7242	159331.32	Residential_Mortgage	0	Current	110089	692	0.23	0.1011
L00004206	C799309	Residential Mortgage	Other Texas Region	2023-04-11	2029-04-11	125803.96	108144.39	13.6105	154772.02	Residential_Mortgage	0	Current	61327	802	0.18	0.6987
L00004207	C706590	Commercial Real Estate (CRE)	Other Texas Region	2019-01-09	2032-01-09	1899891.72	1118702.4	5.5325	2440343.03	Multi-Family	0	Current	-1	-1	-1	0.4584
L00004208	C847028	Residential Mortgage	Other Texas Region	2020-06-02	2033-06-02	244699.75	217251.78	11.1117	314452.53	Residential_Mortgage	0	Current	50295	767	0.47	0.6909
L00004209	C567243	Residential Mortgage	Other Texas Region	2020-03-06	2029-03-06	140879.86	138364.37	7.0986	170458.78	Residential_Mortgage	0	Current	121505	775	0.55	0.8117
L00004210	C624426	Personal Unsecured	Killeen, TX Metro	2019-01-18	2043-01-18	101375.59	21213.83	6.8945	-1	Personal_Unsecured	0	Current	183700	770	0.5	0.1645
L00004211	C493574	Residential Mortgage	Other Texas Region	2018-12-16	2034-12-16	1000	753.85	12.9526	1166.41	Residential_Mortgage	0	Current	44152	642	0.19	0.6463
L00004212	C743907	Commercial Real Estate (CRE)	Other Texas Region	2020-08-03	2037-08-03	742145.16	176283.09	8.8709	935763.78	Industrial	0	Current	-1	-1	-1	0.1884
L00004213	C568466	Commercial Real Estate (CRE)	Other Texas Region	2021-09-01	2027-09-01	1075772.28	363733.34	8.7977	1180962.14	Industrial	60	Past Due (60)	-1	-1	-1	0.308
L00004214	C971808	Residential Mortgage	Other Texas Region	2022-06-08	2037-06-08	118358.93	63420.04	5.2413	162954.58	Residential_Mortgage	0	Current	139528	698	0.38	0.3892
L00004215	C724219	Residential Mortgage	Other Texas Region	2019-02-10	2036-02-10	162248.57	88763.51	12.9544	231353.31	Residential_Mortgage	0	Current	27509	749	0.29	0.3837
L00004216	C256951	Commercial Real Estate (CRE)	Other Texas Region	2019-04-14	2027-04-14	2128027.82	265566.28	8.2438	2394758.26	Office	0	Current	-1	-1	-1	0.1109
L00004217	C967964	Commercial Real Estate (CRE)	Other Texas Region	2022-01-15	2046-01-15	797514.96	346650.93	7.5428	854992.52	Office	0	Current	-1	-1	-1	0.4054
L00004218	C942210	Residential Mortgage	Other Texas Region	2018-04-22	2024-04-22	141573.01	134228.15	5.8458	192953	Residential_Mortgage	0	Current	72978	643	0.24	0.6957
L00004219	C662060	Residential Mortgage	Killeen, TX Metro	2020-04-19	2041-04-19	1000	928.43	6.7384	1423.78	Residential_Mortgage	0	Current	116708	705	0.2	0.6521
L00004220	C158478	Commercial Real Estate (CRE)	Other Texas Region	2022-01-28	2032-01-28	1766405.36	1675625.27	6.9895	1868082.83	Industrial	0	Current	-1	-1	-1	0.897
L00004221	C557569	Consumer Auto	Killeen, TX Metro	2020-12-24	2031-12-24	275584.32	43588	10.771	350701.14	Consumer_Auto	0	Current	78688	647	0.22	0.1243
L00004222	C651050	Residential Mortgage	Killeen, TX Metro	2018-12-03	2025-12-03	42856.65	21705.74	12.5613	42925.87	Residential_Mortgage	0	Current	119953	738	0.39	0.5057
L00004223	C244355	Residential Mortgage	Other Texas Region	2018-12-08	2033-12-08	105640.73	65042.05	14.9192	114551.49	Residential_Mortgage	0	Current	20463	725	0.29	0.5678
L00004224	C819282	Residential Mortgage	Killeen, TX Metro	2022-03-29	2035-03-29	75417.92	34240.49	5.3629	83219.01	Residential_Mortgage	0	Current	40416	623	0.33	0.4115
L00004225	C794780	Residential Mortgage	Other Texas Region	2023-02-13	2031-02-13	72235.58	55157.18	4.0302	102720.07	Residential_Mortgage	0	Current	105395	651	0.33	0.537
L00004226	C942000	Residential Mortgage	Other Texas Region	2021-10-01	2033-10-01	105521.22	85083.2	5.1724	108494.71	Residential_Mortgage	0	Current	45529	724	0.42	0.7842
L00004227	C971522	Residential Mortgage	Other Texas Region	2021-04-12	2035-04-12	361250.55	126031.67	4.1686	383353.58	Residential_Mortgage	0	Current	41289	689	0.28	0.3288
L00004228	C906651	Personal Unsecured	Killeen, TX Metro	2020-04-12	2041-04-12	195233.89	35068.59	11.1951	-1	Personal_Unsecured	0	Current	61322	714	0.18	0.1395
L00004229	C943601	Residential Mortgage	Killeen, TX Metro	2022-07-08	2032-07-08	169361.79	60800.66	5.1314	169700.59	Residential_Mortgage	0	Current	85752	745	0.43	0.3583
L00004230	C593671	Residential Mortgage	Other Texas Region	2021-04-30	2031-04-30	160801.91	109794.61	10.5615	171768.35	Residential_Mortgage	0	Current	20550	711	0.2	0.6392
L00004231	C699253	Commercial Real Estate (CRE)	Other Texas Region	2022-10-15	2031-10-15	1752177.26	1255487.22	5.6005	2022644.84	Multi-Family	0	Current	-1	-1	-1	0.6207
L00004232	C277912	Commercial Real Estate (CRE)	Other Texas Region	2018-01-29	2025-01-29	1632072	903292.7	9.1065	1834481.22	Office	0	Current	-1	-1	-1	0.4924
L00004233	C275767	Residential Mortgage	Other Texas Region	2019-06-16	2025-06-16	115761.23	80851.7	9.2648	123777.36	Residential_Mortgage	0	Current	126865	706	0.26	0.6532
L00004234	C336281	Commercial Real Estate (CRE)	Killeen, TX Metro	2023-03-02	2037-03-02	1822120.05	1377324.83	6.3574	2265140.48	Multi-Family	0	Current	-1	-1	-1	0.6081
L00004235	C184754	Personal Unsecured	Other Texas Region	2021-02-19	2027-02-19	70097.03	20942.06	6.1888	-1	Personal_Unsecured	0	Current	52798	743	0.24	0.2294
L00004236	C702276	Commercial Real Estate (CRE)	Other Texas Region	2021-05-07	2045-05-07	1506852.41	1460771.44	8.614	1790982.62	Retail	0	Current	-1	-1	-1	0.8156
L00004237	C551558	Residential Mortgage	Other Texas Region	2018-05-24	2026-05-24	140026.79	85658.93	8.1235	198651.43	Residential_Mortgage	0	Current	66898	731	0.55	0.4312
L00004238	C607732	Consumer Auto	Killeen, TX Metro	2023-11-07	2043-11-07	360138.59	265362.45	9.1858	378885.05	Consumer_Auto	0	Current	82715	667	0.41	0.7004
L00004239	C250023	Consumer Auto	Other Texas Region	2019-07-02	2032-07-02	93863.26	78060.79	11.7695	115757.24	Consumer_Auto	0	Current	110727	637	0.34	0.6743
L00004240	C756667	Commercial Real Estate (CRE)	Other Texas Region	2018-08-04	2032-08-04	1317200.43	255769.55	7.6565	1733474.95	Industrial	0	Current	-1	-1	-1	0.1475
L00004241	C180388	Personal Unsecured	Killeen, TX Metro	2022-03-18	2030-03-18	1000	336.41	14.1382	-1	Personal_Unsecured	0	Current	138089	705	0.23	0.3087
L00004242	C977200	Personal Unsecured	Other Texas Region	2021-06-05	2038-06-05	177129.32	98286.98	9.7449	-1	Personal_Unsecured	0	Current	150402	711	0.22	0.5385
L00004243	C921860	Personal Unsecured	Other Texas Region	2021-04-13	2032-04-13	265838.95	155913.28	6.6918	-1	Personal_Unsecured	0	Current	91927	739	0.18	0.5321
L00004244	C339779	Consumer Auto	Killeen, TX Metro	2021-09-21	2027-09-21	1000	474.08	13.6563	1177.51	Consumer_Auto	30	Past Due (30)	37428	777	0.41	0.4026
L00004245	C978453	Consumer Auto	Other Texas Region	2020-07-30	2027-07-30	217592.81	118007.87	8.4931	220259.55	Consumer_Auto	0	Current	93509	841	0.33	0.5358
L00004246	C306846	Residential Mortgage	Other Texas Region	2019-05-23	2033-05-23	227333.32	155832.97	11.1826	320205.3	Residential_Mortgage	0	Current	20000	680	0.18	0.4867
L00004247	C794335	Consumer Auto	Killeen, TX Metro	2020-11-04	2043-11-04	76893.58	8239.31	7.7597	100323.98	Consumer_Auto	0	Current	78545	672	0.23	0.0821
L00004248	C232212	Residential Mortgage	Other Texas Region	2023-03-18	2044-03-18	34440.82	30495.04	9.7792	34841.02	Residential_Mortgage	0	Current	103867	729	0.49	0.8753
L00004249	C912853	Residential Mortgage	Other Texas Region	2023-06-09	2038-06-09	262386.94	76525.32	11.9761	337055.55	Residential_Mortgage	0	Current	138994	668	0.39	0.227
L00004250	C888140	Residential Mortgage	Killeen, TX Metro	2023-06-29	2039-06-29	254130.56	204640.16	13.1779	295246.01	Residential_Mortgage	0	Current	68489	734	0.44	0.6931
L00004251	C512811	Personal Unsecured	Killeen, TX Metro	2018-12-16	2041-12-16	79217.52	26325.3	14.478	-1	Personal_Unsecured	30	Past Due (30)	64233	771	0.5	0.245
L00004252	C700309	Commercial Real Estate (CRE)	Killeen, TX Metro	2020-02-29	2025-02-28	437266.6	419669.11	5.696	438404.53	Multi-Family	60	Past Due (60)	-1	-1	-1	0.9573
L00004253	C259380	Consumer Auto	Killeen, TX Metro	2022-02-24	2031-02-24	94405.15	86895.24	9.3367	113316.5	Consumer_Auto	0	Current	99528	721	0.23	0.7668
L00004254	C144789	Commercial Real Estate (CRE)	Other Texas Region	2023-04-17	2041-04-17	2013450.77	1580598.22	8.7708	2327292.3	Industrial	0	Current	-1	-1	-1	0.6792
L00004255	C126086	Residential Mortgage	Other Texas Region	2019-02-25	2033-02-25	199801.72	113946.01	5.9421	202763.44	Residential_Mortgage	0	Current	20000	725	0.49	0.562
L00004256	C379003	Commercial Real Estate (CRE)	Killeen, TX Metro	2023-09-04	2038-09-04	1764365.45	382120.82	7.4488	1996988.32	Retail	0	Current	-1	-1	-1	0.1913
L00004257	C631972	Residential Mortgage	Killeen, TX Metro	2019-03-01	2035-03-01	168655.53	127877.36	14.6093	184595.41	Residential_Mortgage	0	Current	33939	711	0.36	0.6927
L00004258	C191088	Personal Unsecured	Other Texas Region	2021-09-05	2045-09-05	217514.46	139975.23	6.9851	-1	Personal_Unsecured	0	Current	97754	708	0.38	0.6109
L00004259	C494423	Residential Mortgage	Other Texas Region	2020-02-01	2041-02-01	102533.11	72214.06	12.4991	121712.83	Residential_Mortgage	0	Current	46941	677	0.21	0.5933
L00004260	C670387	Residential Mortgage	Killeen, TX Metro	2018-09-28	2028-09-28	150634.46	116812.23	9.715	166432.25	Residential_Mortgage	0	Current	87158	764	0.29	0.7019
L00004261	C690381	Commercial Real Estate (CRE)	Other Texas Region	2022-11-09	2038-11-09	2519511.2	1462727.39	7.0982	2933435.42	Retail	0	Current	-1	-1	-1	0.4986
L00004262	C260761	Personal Unsecured	Other Texas Region	2018-12-27	2030-12-27	302449.26	181854.4	12.4181	-1	Personal_Unsecured	90	Past Due (90+)	28360	744	0.2	0.5038
L00004263	C935083	Consumer Auto	Killeen, TX Metro	2019-10-03	2030-10-03	124438.62	37792.72	11.3017	175197.4	Consumer_Auto	0	Current	82120	675	0.49	0.2157
L00004264	C638181	Residential Mortgage	Killeen, TX Metro	2023-12-22	2030-12-22	102613.01	29694.18	4.3744	145069.98	Residential_Mortgage	0	Current	94719	778	0.44	0.2047
L00004265	C591024	Residential Mortgage	Other Texas Region	2020-06-24	2044-06-24	226869.75	44617.66	8.647	288770.85	Residential_Mortgage	0	Current	125145	656	0.53	0.1545
L00004266	C690706	Residential Mortgage	Killeen, TX Metro	2021-05-09	2031-05-09	205644.66	134588.59	7.9981	246355.04	Residential_Mortgage	0	Current	84113	716	0.55	0.5463
L00004267	C225074	Residential Mortgage	Other Texas Region	2020-12-14	2043-12-14	28719	9314.64	8.8488	33411.79	Residential_Mortgage	60	Past Due (60)	22000	724	0.33	0.2788
L00004268	C989497	Commercial Real Estate (CRE)	Killeen, TX Metro	2022-06-19	2033-06-19	1989604.26	1365181.8	7.7203	2612287.4	Multi-Family	0	Current	-1	-1	-1	0.5226
L00004269	C230351	Personal Unsecured	Other Texas Region	2021-01-27	2041-01-27	194572.53	149940.07	10.6058	-1	Personal_Unsecured	0	Current	135502	701	0.39	0.6155
L00004270	C815371	Consumer Auto	Other Texas Region	2020-07-23	2039-07-23	244305.36	152766.85	13.7746	270933.43	Consumer_Auto	90	Past Due (90+)	98686	662	0.32	0.5639
L00004271	C138635	Commercial Real Estate (CRE)	Other Texas Region	2023-12-11	2044-12-11	314194.41	262905.97	7.8646	383113.77	Office	0	Current	-1	-1	-1	0.6862
L00004272	C195071	Personal Unsecured	Other Texas Region	2019-03-03	2034-03-03	343557.37	104267.76	8.1288	-1	Personal_Unsecured	0	Current	76454	739	0.48	0.2144
L00004273	C565918	Commercial Real Estate (CRE)	Other Texas Region	2019-05-12	2024-05-12	2058144.62	988137.81	6.5641	2189809.58	Multi-Family	0	Current	-1	-1	-1	0.4512
L00004274	C964950	Residential Mortgage	Killeen, TX Metro	2019-01-21	2036-01-21	242915.27	128688.31	8.704	245537.91	Residential_Mortgage	0	Current	71774	672	0.47	0.5241
L00004275	C468377	Residential Mortgage	Killeen, TX Metro	2021-08-14	2027-08-14	309085.73	121645.29	11.2381	383346.78	Residential_Mortgage	0	Current	83287	778	0.28	0.3173
L00004276	C990083	Commercial Real Estate (CRE)	Other Texas Region	2018-12-15	2030-12-15	725604.9	86697.32	7.0578	818345.62	Multi-Family	0	Current	-1	-1	-1	0.1059
L00004277	C697093	Commercial Real Estate (CRE)	Other Texas Region	2018-12-08	2042-12-08	1213376.79	1110296.62	6.8673	1676183.9	Industrial	0	Current	-1	-1	-1	0.6624
L00004278	C521280	Commercial Real Estate (CRE)	Other Texas Region	2020-04-25	2029-04-25	928597.12	767650.55	6.054	1252265.24	Industrial	0	Current	-1	-1	-1	0.613
L00004279	C441207	Consumer Auto	Other Texas Region	2022-10-08	2036-10-08	299893.33	180778.99	10.3399	360295.53	Consumer_Auto	0	Current	108905	640	0.5	0.5018
L00004280	C364598	Personal Unsecured	Other Texas Region	2020-05-20	2034-05-20	54241.4	17554.32	13.814	-1	Personal_Unsecured	0	Current	152802	764	0.42	0.267
L00004281	C383022	Residential Mortgage	Killeen, TX Metro	2022-09-03	2035-09-03	33373.61	18766.69	9.4298	47430.15	Residential_Mortgage	0	Current	103422	691	0.37	0.3957
